PartNumber: 798   x_left_coord: 9, x_right_coord: 12, y_coord: 0
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 442   x_left_coord: 19, x_right_coord: 22, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 76   x_left_coord: 24, x_right_coord: 26, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 801   x_left_coord: 30, x_right_coord: 33, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 376   x_left_coord: 38, x_right_coord: 41, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 511   x_left_coord: 59, x_right_coord: 62, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 967   x_left_coord: 90, x_right_coord: 93, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 68   x_left_coord: 118, x_right_coord: 120, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=23, y_coord=90, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=30, y_coord=90, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=55, y_coord=90, symbol='-')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=81, y_coord=90, symbol='=')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=90, y_coord=90, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=108, y_coord=90, symbol='+')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 919   x_left_coord: 133, x_right_coord: 136, y_coord: 91 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 731   x_left_coord: 3, x_right_coord: 6, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 484   x_left_coord: 8, x_right_coord: 11, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 875   x_left_coord: 15, x_right_coord: 18, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 243   x_left_coord: 42, x_right_coord: 45, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=116, y_coord=91, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=120, y_coord=91, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=20, y_coord=92, symbol='#')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=41, y_coord=92, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=84, y_coord=92, symbol='%')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=101, y_coord=92, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=136, y_coord=92, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=5, y_coord=93, symbol='%')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=7, y_coord=93, symbol='=')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=35, y_coord=93, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=51, y_coord=93, symbol='*')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=56, y_coord=93, symbol='-')
PartNumber: 681   x_left_coord: 48, x_right_coord: 51, y_coord: 92 Symbol(x_coord=127, y_coord=93, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=17, y_coord=91, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=58, y_coord=91, symbol='+')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=69, y_coord=91, symbol='*')
PartNumber: 135   x_left_coord: 68, x_right_coord: 71, y_coord: 92 Symbol(x_coord=76, y_coord=91, symbol='*')
